Geneid	Chr	Start	End	Strand	Length	data/BAM_sorted/A-B-1_sorted.bam	data/BAM_sorted/A-B-2_sorted.bam	data/BAM_sorted/A-F-1_sorted.bam	data/BAM_sorted/A-F-2_sorted.bam	data/BAM_sorted/A-R-1_sorted.bam	data/BAM_sorted/A-R-2_sorted.bam	data/BAM_sorted/M-B-1_sorted.bam	data/BAM_sorted/M-B-2_sorted.bam	data/BAM_sorted/M-F-1_sorted.bam	data/BAM_sorted/M-F-2_sorted.bam	data/BAM_sorted/M-R-1_sorted.bam	data/BAM_sorted/M-R-2_sorted.bam	data/BAM_sorted/P-1_sorted.bam	data/BAM_sorted/P-2_sorted.bam
BW25113_RS13745	NZ_CP009273.1	2763804	2764037	+	234	9	3	2	5	8	6	4	5	2	12	4	4	6	6
BW25113_RS13750	NZ_CP009273.1	2764040	2764480	+	441	12	19	12	14	12	21	11	10	18	22	16	14	12	10
BW25113_RS13755	NZ_CP009273.1	2764507	2764971	+	465	46	65	48	51	44	52	48	48	44	58	38	46	138	116
BW25113_RS26200	NZ_CP009273.1	2765364	2765513	-	150	23	25	24	24	23	34	14	16	13	24	9	20	40	39
BW25113_RS13765	NZ_CP009273.1	2765529	2766535	-	1007	90	153	77	142	86	153	95	92	110	154	76	90	210	199
BW25113_RS13770	NZ_CP009273.1	2766677	2768377	+	1701	182	185	156	165	158	166	140	103	138	83	133	135	330	254
BW25113_RS24190	NZ_CP009273.1	2768991	2769172	+	182	4	4	5	4	4	4	8	7	5	5	4	4	8	6
BW25113_RS13775	NZ_CP009273.1	2769278	2769733	+	456	17	24	16	21	23	16	32	19	20	29	17	34	22	33
BW25113_RS13780	NZ_CP009273.1	2769745	2770224	+	480	5	13	8	10	9	5	8	4	8	14	8	6	17	14
BW25113_RS24195	NZ_CP009273.1	2770236	2770433	+	198	9	6	6	8	9	6	5	3	1	5	3	1	7	12
BW25113_RS13785	NZ_CP009273.1	2770474	2770788	+	315	6	8	9	10	10	9	10	9	9	11	10	12	29	15
BW25113_RS13790	NZ_CP009273.1	2770812	2771138	+	327	20	36	27	23	23	34	22	9	23	18	10	8	35	35
BW25113_RS23130	NZ_CP009273.1	2771508	2776085	-	4578	266	411	286	323	276	332	263	226	217	354	199	249	625	685
BW25113_RS24200	NZ_CP009273.1	2776153	2776269	-	117	5	3	1	0	0	2	0	0	0	1	2	0	1	1
BW25113_RS24210	NZ_CP009273.1	2776496	2776651	-	156	6	21	7	7	5	11	5	3	1	5	1	8	5	11
BW25113_RS25705	NZ_CP009273.1	2777000	2778370	-	1371	4	7	3	8	10	3	4	9	4	3	0	2	5	11
BW25113_RS26005	NZ_CP009273.1	2779756	2782005	+	2250	9	20	12	17	18	21	14	5	3	9	4	4	19	27
BW25113_RS13845	NZ_CP009273.1	2782344	2783318	+	975	29	43	18	35	32	38	27	57	33	64	25	50	126	111
BW25113_RS13850	NZ_CP009273.1	2783341	2784606	+	1266	33	53	28	52	32	48	56	65	44	75	33	55	202	176
BW25113_RS13855	NZ_CP009273.1	2784632	2786077	+	1446	55	138	46	109	41	73	127	93	107	133	78	145	382	355
BW25113_RS13860	NZ_CP009273.1	2786094	2787371	+	1278	90	152	65	104	75	116	94	95	103	240	86	115	349	343
BW25113_RS13865	NZ_CP009273.1	2787612	2789009	+	1398	20	23	13	31	14	36	16	16	23	35	10	15	75	60
BW25113_RS13870	NZ_CP009273.1	2789033	2789692	+	660	77	141	68	92	69	97	94	93	75	140	54	86	194	218
BW25113_RS13875	NZ_CP009273.1	2789699	2790145	-	447	80	116	64	88	62	71	149	153	96	175	82	139	493	448
BW25113_RS13880	NZ_CP009273.1	2790232	2790387	-	156	15	30	21	30	15	19	28	30	12	16	13	20	62	54
BW25113_RS13885	NZ_CP009273.1	2790570	2790866	+	297	34	68	43	54	32	57	50	23	62	45	38	51	81	57
BW25113_RS13890	NZ_CP009273.1	2790879	2791400	+	522	125	213	111	153	140	172	133	101	116	159	100	149	164	181
BW25113_RS13895	NZ_CP009273.1	2791453	2791854	-	402	851	1358	603	1019	658	1061	265	293	307	471	384	247	715	649
BW25113_RS13900	NZ_CP009273.1	2792523	2792969	+	447	207	334	173	228	200	266	423	409	417	489	282	457	2327	2104
BW25113_RS13905	NZ_CP009273.1	2793012	2793353	-	342	35	51	35	44	37	37	40	39	34	61	16	34	190	180
BW25113_RS13910	NZ_CP009273.1	2793505	2793831	+	327	57	34	17	31	26	27	149	130	101	120	46	111	483	397
BW25113_RS13915	NZ_CP009273.1	2794082	2794324	+	243	4	6	2	1	8	7	4	13	9	4	5	5	12	9
BW25113_RS13920	NZ_CP009273.1	2794324	2794731	+	408	8	9	6	6	19	9	7	13	15	21	8	22	14	23
BW25113_RS13925	NZ_CP009273.1	2794707	2796848	+	2142	49	68	47	58	50	52	72	61	64	91	63	76	124	91
BW25113_RS13930	NZ_CP009273.1	2796861	2797817	+	957	11	13	8	18	15	9	18	22	17	38	11	26	35	46
BW25113_RS13935	NZ_CP009273.1	2798174	2799373	+	1200	122	142	83	107	100	121	50	43	45	206	27	34	123	132
BW25113_RS13940	NZ_CP009273.1	2799369	2800430	+	1062	151	128	85	166	89	144	77	55	58	213	51	63	149	165
BW25113_RS13945	NZ_CP009273.1	2800491	2801480	+	990	107	195	87	142	110	149	88	83	69	250	72	93	230	202
BW25113_RS13950	NZ_CP009273.1	2801675	2802849	+	1175	125	157	108	136	126	160	98	76	83	118	69	73	247	258
BW25113_RS13955	NZ_CP009273.1	2802976	2803710	+	735	726	988	658	915	661	804	759	625	621	1191	634	835	1009	1017
BW25113_RS13960	NZ_CP009273.1	2803703	2804035	+	333	315	394	309	329	283	344	276	222	247	343	167	258	393	368
BW25113_RS13965	NZ_CP009273.1	2804129	2804656	+	528	2182	2896	1835	2600	2092	2551	1426	1157	1342	2559	1267	1510	2670	2672
BW25113_RS13970	NZ_CP009273.1	2804786	2805955	+	1170	1020	1430	1005	1324	1181	1517	397	284	361	650	370	299	1308	1285
BW25113_RS13975	NZ_CP009273.1	2805975	2807510	+	1536	990	1585	896	1478	1081	1502	376	303	409	861	390	266	1170	1078
BW25113_RS13980	NZ_CP009273.1	2807580	2808092	-	513	2565	3759	2100	2938	2348	3138	2343	2254	2039	4053	2321	2491	3328	3183
BW25113_RS13985	NZ_CP009273.1	2808245	2809798	-	1554	6610	10204	6009	8362	6259	7979	5188	4510	4895	9487	4656	5099	6693	6335
BW25113_RS13990	NZ_CP009273.1	2809874	2810299	-	426	1071	1618	972	1300	931	1189	838	722	735	1274	651	875	1280	1130
BW25113_RS13995	NZ_CP009273.1	2810299	2810862	-	564	950	1496	844	1251	782	1150	1002	957	950	1620	815	1078	1177	1288
BW25113_RS14030	NZ_CP009273.1	2812323	2812505	-	183	1226	1660	1032	1468	1154	1517	1484	1196	1198	1891	1194	1369	1873	1788
BW25113_RS14035	NZ_CP009273.1	2812743	2815370	-	2628	23004	41117	21848	32755	24434	35172	20466	18326	19435	36995	20743	19916	25008	23141
BW25113_RS14045	NZ_CP009273.1	2815501	2815998	-	498	199	292	200	244	209	256	145	113	139	286	120	100	205	223
BW25113_RS14050	NZ_CP009273.1	2816070	2817128	-	1059	4106	6406	3666	5624	4676	6141	4745	3817	3965	8822	4277	4936	6029	5486
BW25113_RS14055	NZ_CP009273.1	2817211	2817705	-	495	578	830	508	680	520	784	891	702	835	1620	913	895	823	725
BW25113_RS14060	NZ_CP009273.1	2817853	2818935	-	1083	707	1016	606	856	651	797	386	284	346	553	310	357	968	927
BW25113_RS14065	NZ_CP009273.1	2819191	2819751	+	561	5	9	19	16	20	19	664	554	522	727	731	1347	1129	1039
BW25113_RS14070	NZ_CP009273.1	2819751	2820707	+	957	29	31	49	44	48	42	783	609	597	952	759	1607	1607	1490
BW25113_RS14075	NZ_CP009273.1	2820721	2821089	+	369	11	10	13	14	23	12	150	162	134	213	118	377	519	451
BW25113_RS14080	NZ_CP009273.1	2821096	2821872	+	777	77	86	130	140	138	110	644	530	511	732	561	1558	2604	2540
BW25113_RS14085	NZ_CP009273.1	2821980	2822336	+	357	23	34	27	35	27	25	160	94	76	127	117	220	217	199
BW25113_RS14090	NZ_CP009273.1	2822406	2823176	+	771	512	658	410	530	472	554	1832	1705	1673	2638	1639	2049	1389	1218
BW25113_RS14095	NZ_CP009273.1	2823172	2824134	+	963	601	797	498	640	505	806	2018	1568	1811	3318	1835	2517	1888	1855
BW25113_RS14100	NZ_CP009273.1	2824137	2825648	-	1512	209	280	170	240	174	237	286	287	291	463	220	321	476	471
BW25113_RS14105	NZ_CP009273.1	2825835	2827271	+	1437	105	141	76	133	83	117	102	96	85	191	80	101	152	119
BW25113_RS14110	NZ_CP009273.1	2827271	2828401	+	1131	259	416	228	331	243	316	144	110	151	269	109	112	118	110
BW25113_RS14115	NZ_CP009273.1	2828535	2830784	-	2250	11329	16786	10233	14327	10204	14943	6251	4749	6535	13972	5849	3780	3954	4003
BW25113_RS14120	NZ_CP009273.1	2830940	2831464	-	525	9698	14413	9101	11955	10125	13523	5370	4848	5572	12709	5642	3257	2939	3017
BW25113_RS14125	NZ_CP009273.1	2831616	2832623	-	1008	427	658	426	488	468	698	654	510	616	856	544	616	1073	1064
BW25113_RS14130	NZ_CP009273.1	2832883	2834337	+	1455	93	138	79	110	93	111	146	119	109	225	102	156	216	185
BW25113_RS14135	NZ_CP009273.1	2834349	2835770	+	1422	332	614	334	506	419	414	297	295	282	556	233	278	314	274
BW25113_RS14140	NZ_CP009273.1	2835935	2836402	-	468	5908	10175	5979	8676	6412	9002	4921	4867	5327	11493	5303	5472	1956	1849
BW25113_RS14145	NZ_CP009273.1	2836398	2836805	-	408	4388	8260	4276	6836	5050	7453	3892	3993	3949	9248	4125	4337	1303	1233
BW25113_RS14150	NZ_CP009273.1	2836805	2837569	-	765	7165	13136	7011	10788	7680	11913	6390	5355	6551	13293	6663	7214	1986	1859
BW25113_RS14155	NZ_CP009273.1	2837572	2838111	-	540	8180	13306	8097	10566	9482	12294	6958	6547	7049	17697	7123	7484	1917	1773
BW25113_RS14160	NZ_CP009273.1	2838124	2839830	-	1707	21071	38601	20342	31295	21816	35569	17843	13994	17480	41778	18231	18360	5119	4653
BW25113_RS14165	NZ_CP009273.1	2839851	2840771	-	921	9817	18356	9203	15313	10129	16528	7388	5733	7461	17909	8254	6594	2168	1953
BW25113_RS14170	NZ_CP009273.1	2840777	2842600	-	1824	20983	38937	19757	31362	22170	34135	14061	11621	14802	37512	15762	10638	5397	4985
BW25113_RS14175	NZ_CP009273.1	2842600	2843208	-	609	11221	17124	10397	13440	11213	15051	7001	5420	7105	15314	7215	4583	2889	2740
BW25113_RS14185	NZ_CP009273.1	2843336	2843794	-	459	8319	13143	8209	10548	8960	12207	5821	5754	6118	12553	6092	4172	3115	2874
BW25113_RS14190	NZ_CP009273.1	2844006	2844353	+	348	1557	2693	1503	2115	1854	2395	1049	1058	1093	2216	1099	937	722	685
BW25113_RS14195	NZ_CP009273.1	2844360	2845229	+	870	6502	10125	6024	8025	6717	8965	6519	5747	6193	14051	6399	8634	4527	4227
BW25113_RS14200	NZ_CP009273.1	2845223	2845492	+	270	1289	1859	1131	1451	1407	1817	1224	1051	1096	2132	1149	1451	817	715
BW25113_RS14205	NZ_CP009273.1	2845495	2846613	+	1119	7945	11960	7113	10197	8107	11262	7272	6099	6703	14690	6666	8522	5310	4969
BW25113_RS14210	NZ_CP009273.1	2846613	2847620	+	1008	6995	10670	6211	9159	6880	10105	5545	4670	5420	11633	5092	6162	3707	3653
BW25113_RS14215	NZ_CP009273.1	2847697	2849772	+	2076	3309	4755	3033	3805	3333	4023	909	1152	1301	2778	908	864	1515	1372
BW25113_RS14220	NZ_CP009273.1	2849815	2850165	-	351	100	151	75	107	80	95	42	56	43	85	23	37	80	86
BW25113_RS25950	NZ_CP009273.1	2850245	2850376	-	132	3	3	3	1	0	0	1	1	0	4	0	1	6	0
BW25113_RS14225	NZ_CP009273.1	2850452	2853010	+	2559	2641	4021	2210	3383	2657	3455	2338	1754	2194	4608	2045	1988	3366	3158
BW25113_RS14230	NZ_CP009273.1	2853119	2853772	+	654	30	56	20	46	36	32	21	22	16	32	16	15	50	60
BW25113_RS14235	NZ_CP009273.1	2853829	2854593	-	765	233	306	180	254	174	247	390	334	392	667	333	374	450	430
BW25113_RS14240	NZ_CP009273.1	2854789	2855694	+	906	32	52	36	54	36	44	129	159	150	236	119	252	130	129
BW25113_RS14245	NZ_CP009273.1	2855694	2856857	+	1164	70	128	69	79	73	90	163	146	183	228	143	273	275	291
BW25113_RS14250	NZ_CP009273.1	2856952	2857587	+	636	22	28	17	30	28	25	42	34	43	58	34	81	70	43
BW25113_RS14255	NZ_CP009273.1	2857595	2858368	+	774	41	44	30	53	40	40	78	71	84	80	39	129	102	112
BW25113_RS14260	NZ_CP009273.1	2858460	2859821	+	1362	60	65	47	60	38	46	66	44	46	96	36	80	124	88
BW25113_RS14265	NZ_CP009273.1	2859921	2860910	-	990	1632	2385	1354	1985	1453	1773	2276	2163	2062	3115	1814	2543	5324	4737
BW25113_RS14270	NZ_CP009273.1	2860976	2862112	-	1137	2975	4402	2545	3480	2687	3497	3123	2861	2994	3906	2647	3148	5424	4991
BW25113_RS14275	NZ_CP009273.1	2862255	2862878	-	624	1162	1813	1069	1471	1043	1354	1041	900	1045	1661	934	1106	1398	1214
BW25113_RS14280	NZ_CP009273.1	2862875	2863633	-	759	1945	2738	1793	2501	1744	2307	1622	1403	1559	3088	1433	1468	2026	2060
BW25113_RS14285	NZ_CP009273.1	2863617	2864663	-	1047	1742	2679	1522	2272	1579	2131	1046	982	1020	2163	1019	899	1722	1692
BW25113_RS14290	NZ_CP009273.1	2864663	2865139	-	477	848	1454	750	1150	778	1192	486	400	526	1015	423	405	856	832
BW25113_RS14295	NZ_CP009273.1	2865142	2865849	-	708	1785	2679	1552	2164	1343	1989	891	634	905	1589	627	705	1715	1682
BW25113_RS14300	NZ_CP009273.1	2865871	2866179	-	309	448	631	394	526	395	429	246	162	217	196	162	173	446	530
BW25113_RS14305	NZ_CP009273.1	2866376	2866696	-	321	78	157	68	109	69	99	114	93	119	124	62	109	123	103
BW25113_RS14310	NZ_CP009273.1	2866749	2867351	-	603	14	191	16	19	17	18	15	25	11	37	11	23	138	90
BW25113_RS14315	NZ_CP009273.1	2867354	2868778	-	1425	121	1499	124	190	98	224	186	189	144	333	123	217	911	766
BW25113_RS14320	NZ_CP009273.1	2868783	2869688	-	906	25	665	37	62	24	154	44	45	48	75	34	52	319	232
BW25113_RS14325	NZ_CP009273.1	2869940	2870974	+	1035	327	467	315	385	394	422	286	222	281	334	224	297	709	674
BW25113_RS14330	NZ_CP009273.1	2871931	2872212	-	282	28	26	28	39	29	27	26	32	41	41	18	29	85	61
BW25113_RS14335	NZ_CP009273.1	2872217	2873131	-	915	82	103	80	94	89	96	75	59	82	118	64	68	205	216
BW25113_RS14340	NZ_CP009273.1	2873150	2873746	-	597	41	29	29	49	26	43	32	42	32	41	28	42	98	107
BW25113_RS14345	NZ_CP009273.1	2873736	2874407	-	672	33	43	28	42	45	44	25	25	23	37	18	51	98	92
BW25113_RS14350	NZ_CP009273.1	2874413	2875501	-	1089	46	64	31	39	45	50	65	43	53	66	48	79	122	104
BW25113_RS14355	NZ_CP009273.1	2875517	2875996	-	480	5	21	15	14	6	14	15	13	16	16	20	25	47	30
BW25113_RS14360	NZ_CP009273.1	2875992	2877497	-	1506	16	25	16	20	12	18	20	25	22	28	22	38	61	64
BW25113_RS14365	NZ_CP009273.1	2877915	2880578	-	2664	85	154	61	104	82	86	709	674	557	887	581	903	586	546
BW25113_RS14370	NZ_CP009273.1	2880940	2881671	-	732	29	1077	41	43	33	66	38	33	28	57	25	33	445	369
BW25113_RS14375	NZ_CP009273.1	2881749	2883458	-	1710	91	3960	99	193	77	290	73	83	75	150	51	62	1088	917
BW25113_RS14380	NZ_CP009273.1	2883461	2885257	-	1797	117	3148	136	303	73	651	69	70	61	92	47	70	664	594
BW25113_RS14385	NZ_CP009273.1	2885576	2885935	+	360	818	1090	735	1086	762	1130	250	207	240	405	197	149	446	490
BW25113_RS14390	NZ_CP009273.1	2886016	2887284	+	1269	571	889	536	773	520	769	1992	1537	1804	2624	1507	2036	782	741
BW25113_RS14395	NZ_CP009273.1	2887278	2887535	+	258	68	103	54	85	50	88	252	197	198	446	204	236	77	89
BW25113_RS14400	NZ_CP009273.1	2887555	2888127	+	573	72	117	95	127	68	115	347	316	309	316	237	398	119	140
BW25113_RS14405	NZ_CP009273.1	2888281	2889138	-	858	30	44	20	43	28	35	60	34	70	76	45	43	69	61
BW25113_RS14410	NZ_CP009273.1	2889138	2889914	-	777	7	28	12	19	10	22	14	11	17	22	11	18	14	31
BW25113_RS14415	NZ_CP009273.1	2889895	2891301	-	1407	11	17	12	22	15	19	16	16	11	24	13	11	43	26
BW25113_RS14420	NZ_CP009273.1	2891326	2892777	-	1452	21	32	27	27	42	37	76	55	68	68	42	57	52	66
BW25113_RS14425	NZ_CP009273.1	2892850	2893632	-	783	2	10	11	13	3	2	44	35	42	62	27	35	40	33
BW25113_RS14430	NZ_CP009273.1	2893951	2895225	+	1275	33	52	32	44	52	61	129	95	112	117	91	167	102	103
BW25113_RS14435	NZ_CP009273.1	2895255	2896730	+	1476	43	55	32	44	48	41	155	146	131	188	113	217	124	127
BW25113_RS14440	NZ_CP009273.1	2898109	2898777	-	669	655	987	585	930	567	962	424	265	307	690	292	284	800	737
BW25113_RS14445	NZ_CP009273.1	2898916	2899053	+	138	0	0	0	1	0	0	1	0	0	0	1	0	0	0
BW25113_RS14450	NZ_CP009273.1	2899070	2899939	+	870	27	23	26	21	25	22	10	16	9	8	13	6	18	12
BW25113_RS14455	NZ_CP009273.1	2900005	2901300	-	1296	55037	90711	51491	77938	62458	91357	44310	41157	41724	91622	45122	47758	43067	39018
BW25113_RS14460	NZ_CP009273.1	2901391	2903025	-	1635	15934	26742	14690	22701	16589	24538	6733	6045	6804	13118	6446	5924	13866	12983
BW25113_RS14465	NZ_CP009273.1	2903256	2904044	-	789	556	944	544	825	647	777	537	494	455	718	413	543	707	776
BW25113_RS14470	NZ_CP009273.1	2904118	2904450	-	333	273	343	231	290	270	345	256	234	222	306	203	276	335	289
BW25113_RS14475	NZ_CP009273.1	2904453	2904698	-	246	243	417	232	345	281	339	290	310	284	296	235	337	358	390
BW25113_RS14480	NZ_CP009273.1	2904779	2907010	-	2232	4145	5853	3800	5283	4023	5615	5290	4804	5279	8467	4361	6350	5643	5695
BW25113_RS14485	NZ_CP009273.1	2907061	2908359	-	1299	1165	1808	1104	1626	1247	1634	1370	1085	1161	1882	1011	1421	1529	1417
BW25113_RS14490	NZ_CP009273.1	2908416	2911169	+	2754	1536	1943	1126	1594	1202	1731	874	765	719	1200	656	853	1755	1831
BW25113_RS14495	NZ_CP009273.1	2911407	2912744	-	1338	220	279	168	235	157	202	252	231	231	435	186	486	1591	1443
BW25113_RS14500	NZ_CP009273.1	2912768	2914105	-	1338	55	87	65	90	76	82	141	110	152	170	108	301	474	429
BW25113_RS14505	NZ_CP009273.1	2914110	2915459	-	1350	20	39	10	24	21	30	149	147	133	158	113	471	512	488
BW25113_RS14510	NZ_CP009273.1	2915897	2916343	-	447	694	986	600	807	630	901	1364	1211	1184	1970	1123	1634	1305	1161
BW25113_RS14515	NZ_CP009273.1	2916364	2917143	-	780	770	1046	645	929	738	895	307	240	254	566	264	191	598	644
BW25113_RS14520	NZ_CP009273.1	2917146	2917472	-	327	328	531	320	486	321	515	164	179	146	297	164	102	420	372
BW25113_RS14530	NZ_CP009273.1	2918097	2918639	-	543	439	604	418	490	466	565	317	259	283	351	278	272	462	448
BW25113_RS14535	NZ_CP009273.1	2918707	2919552	+	846	827	1258	719	1016	850	1128	706	588	626	1133	597	706	1016	1004
BW25113_RS14540	NZ_CP009273.1	2919667	2921028	+	1362	3149	4472	2809	3681	3117	3908	14376	13170	12851	18369	11517	19409	6939	6231
BW25113_RS14545	NZ_CP009273.1	2921588	2922874	+	1287	6589	16750	7924	14828	9002	16911	16823	13943	14015	36057	12967	10574	20827	18769
BW25113_RS14550	NZ_CP009273.1	2922935	2924299	+	1365	3653	9968	4587	9065	4391	9678	10988	8615	9082	20841	8680	7292	10853	10586
BW25113_RS14555	NZ_CP009273.1	2924414	2925166	+	753	322	467	290	396	272	376	582	510	628	899	503	626	509	539
BW25113_RS14560	NZ_CP009273.1	2925227	2926372	-	1146	132	249	105	237	116	138	3910	4233	4356	6615	3569	6911	3670	3273
BW25113_RS14565	NZ_CP009273.1	2926403	2927047	-	645	13	10	6	19	6	25	184	208	180	309	171	328	176	131
BW25113_RS14570	NZ_CP009273.1	2927594	2928907	+	1314	28	25	19	27	15	35	544	446	417	670	410	530	128	114
BW25113_RS14575	NZ_CP009273.1	2928943	2930715	+	1773	133	171	106	198	161	168	2031	1681	1744	2967	1587	2996	801	756
BW25113_RS14580	NZ_CP009273.1	2930827	2932242	+	1416	99	139	74	89	66	104	753	692	704	638	554	1175	355	321
BW25113_RS14585	NZ_CP009273.1	2932247	2932666	+	420	148	198	102	151	119	148	328	303	300	390	264	475	447	418
BW25113_RS14590	NZ_CP009273.1	2932727	2933455	+	729	208	256	178	223	157	248	1807	1337	1582	2114	1747	2044	721	675
BW25113_RS14595	NZ_CP009273.1	2933505	2934602	-	1098	1205	1721	1119	1562	1268	1477	641	664	683	1191	543	693	1370	1236
BW25113_RS14600	NZ_CP009273.1	2934598	2934990	-	393	356	550	347	516	371	470	150	144	157	306	119	159	404	376
BW25113_RS14605	NZ_CP009273.1	2935012	2935926	-	915	464	617	391	477	479	556	293	264	360	550	231	320	531	439
BW25113_RS14610	NZ_CP009273.1	2936280	2936504	-	225	143	202	116	204	138	169	91	83	76	88	49	60	313	281
BW25113_RS14615	NZ_CP009273.1	2936696	2937898	+	1203	1416	1921	1219	1632	1267	1628	1066	955	1051	1828	850	1099	1656	1713
BW25113_RS14620	NZ_CP009273.1	2937901	2938341	+	441	548	820	436	648	455	633	421	379	393	641	364	430	639	656
BW25113_RS14625	NZ_CP009273.1	2938398	2939201	-	804	870	1341	722	1131	773	1121	396	358	395	790	374	381	983	1013
BW25113_RS14630	NZ_CP009273.1	2939443	2940537	-	1095	1661	2633	1486	2280	1729	2406	794	613	837	1391	699	639	1432	1384
BW25113_RS14650	NZ_CP009273.1	2941119	2942369	-	1251	1723	2705	1498	2411	1839	2395	981	814	1031	1690	817	682	3307	3431
BW25113_RS14655	NZ_CP009273.1	2942601	2943929	+	1329	151	253	148	213	188	208	138	139	131	235	103	152	331	364
BW25113_RS14660	NZ_CP009273.1	2943997	2945820	-	1824	1391	1738	1111	1500	1105	1518	1117	844	1090	2027	904	1062	1101	1167
BW25113_RS14665	NZ_CP009273.1	2945823	2949362	-	3540	3350	4723	2864	4038	3046	4075	2939	2259	2649	4976	2293	2665	3143	3354
BW25113_RS14670	NZ_CP009273.1	2949358	2952243	-	2886	2105	3035	1847	2632	1939	2716	1659	1410	1642	2769	1401	1957	2192	2198
BW25113_RS14675	NZ_CP009273.1	2952422	2955787	-	3366	1894	2915	1666	2360	1975	2714	2528	2282	2441	4063	2241	3285	2592	2501
BW25113_RS14680	NZ_CP009273.1	2955803	2956123	-	321	41	66	38	55	51	65	60	58	47	78	51	72	84	71
BW25113_RS14685	NZ_CP009273.1	2956111	2956515	-	405	18	42	22	40	21	25	39	33	28	38	26	33	43	43
BW25113_RS14690	NZ_CP009273.1	2956515	2957075	-	561	31	36	43	38	24	35	59	52	36	88	35	51	63	59
BW25113_RS14695	NZ_CP009273.1	2957069	2957536	-	468	15	18	20	19	17	19	29	20	14	25	10	21	16	22
BW25113_RS14700	NZ_CP009273.1	2957723	2958514	-	792	2188	3130	2102	2784	2342	2865	997	761	944	1565	852	695	1695	1638
BW25113_RS14705	NZ_CP009273.1	2958524	2959396	-	873	2663	3868	2428	3112	2548	3315	1083	939	1116	1833	818	892	2416	2353
BW25113_RS14710	NZ_CP009273.1	2959550	2961793	-	2244	4146	6295	3763	5294	4384	6141	3829	3224	3535	6241	3066	4074	6019	5719
BW25113_RS14715	NZ_CP009273.1	2961809	2962336	-	528	954	1327	757	1173	970	1353	915	784	775	1003	679	929	1386	1229
BW25113_RS14730	NZ_CP009273.1	2963021	2963707	+	687	125	188	94	151	124	165	130	128	148	179	105	143	265	268
BW25113_RS14735	NZ_CP009273.1	2963779	2964489	+	711	1151	1712	1057	1513	940	1160	414	366	429	760	258	328	1446	1414
BW25113_RS14740	NZ_CP009273.1	2964630	2964845	+	216	137	202	116	208	138	209	194	215	172	325	167	246	232	231
BW25113_RS14745	NZ_CP009273.1	2964956	2965993	+	1038	1294	1491	1040	1235	1153	1515	2446	1869	1955	2870	1826	3052	2660	2447
BW25113_RS14750	NZ_CP009273.1	2966031	2967221	-	1191	394	666	376	537	380	585	421	341	391	756	372	527	548	582
BW25113_RS14755	NZ_CP009273.1	2967217	2969373	-	2157	1033	1538	943	1234	955	1409	1325	1080	1082	1874	1168	1348	1398	1299
BW25113_RS14760	NZ_CP009273.1	2969958	2970986	+	1029	740	1068	648	871	781	1062	1602	1319	1234	2138	1277	1597	1286	1127
BW25113_RS14765	NZ_CP009273.1	2970999	2972258	-	1260	481	869	496	779	676	993	243	205	248	383	213	235	430	406
BW25113_RS14770	NZ_CP009273.1	2972380	2973312	+	933	471	726	498	865	205	292	233	189	223	414	152	180	376	313
BW25113_RS14775	NZ_CP009273.1	2973305	2973994	-	690	1690	2679	2149	3146	532	703	230	186	176	270	164	204	335	279
BW25113_RS14780	NZ_CP009273.1	2974126	2975541	-	1416	10826	16310	14248	20934	2535	3215	416	317	311	511	113	180	368	373
BW25113_RS14785	NZ_CP009273.1	2975859	2976617	-	759	62	139	79	127	103	129	169	269	163	252	150	363	293	265
BW25113_RS14790	NZ_CP009273.1	2976650	2977483	-	834	54	104	68	85	62	68	176	338	184	227	148	309	267	231
BW25113_RS14795	NZ_CP009273.1	2977773	2978951	-	1179	101	167	100	155	115	139	796	624	694	938	599	831	377	339
BW25113_RS14800	NZ_CP009273.1	2979206	2980432	+	1227	940	1406	838	1253	954	1257	281	215	288	546	252	183	937	863
BW25113_RS14805	NZ_CP009273.1	2980895	2981524	+	630	26	24	7	15	16	16	10	6	12	6	16	17	19	16
BW25113_RS14810	NZ_CP009273.1	2981861	2982667	+	807	610	782	543	693	482	687	105	86	81	138	61	97	467	423
BW25113_RS14815	NZ_CP009273.1	2982663	2983142	+	480	113	124	115	144	93	123	20	11	29	23	7	12	57	51
BW25113_RS25245	NZ_CP009273.1	2983181	2983258	-	78	12	12	23	33	14	25	0	0	0	2	0	2	6	4
BW25113_RS14820	NZ_CP009273.1	2983297	2983719	-	423	38	46	48	50	19	49	4	0	3	3	1	4	6	7
BW25113_RS14825	NZ_CP009273.1	2983913	2984399	+	487	20	18	19	16	12	11	2	3	4	2	2	3	3	5
BW25113_RS14830	NZ_CP009273.1	2984627	2985115	+	489	13	9	8	12	12	9	1	1	1	0	0	2	1	2
BW25113_RS14835	NZ_CP009273.1	2985453	2986826	+	1374	12	19	14	16	15	19	7	6	3	7	3	5	11	6
BW25113_RS14840	NZ_CP009273.1	2986997	2987212	+	216	1	1	2	3	1	2	1	0	3	0	1	0	1	1
BW25113_RS14845	NZ_CP009273.1	2987298	2987771	+	474	3	1	2	1	1	4	4	1	5	1	5	2	2	0
BW25113_RS14850	NZ_CP009273.1	2987822	2988451	-	630	5	8	2	7	5	14	1	3	2	1	0	1	3	5
BW25113_RS26010	NZ_CP009273.1	2988676	2989104	-	429	3	7	9	6	1	4	0	4	4	5	2	1	4	2
BW25113_RS25255	NZ_CP009273.1	2989110	2989379	-	270	1	0	0	0	3	0	0	0	3	1	0	0	0	1
